Geneid	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138292.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180300.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180298.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180295.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138286.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138289.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180296.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180294.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180294.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180297.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138294.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138295.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180299.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138288.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138295.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180293.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180298.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180297.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138291.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138291.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138293.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138286.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138293.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138288.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138287.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138294.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180300.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180293.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180299.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138289.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138287.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138290.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138290.unmappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180296.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2180295.mappedAligned.sortedByCoord.out.bam	/fast/users/a1647910/20200310_rRNADepletion/3_alignedDataStar/bam/SRR2138292.unmappedAligned.sortedByCoord.out.bam
ENSDARG00000082419	0	0	28	16	2	10	9	0	21	0	0	14	0	0	0	11	0	23	6	0	7	0	0	2	0	5	15	0	25	0	0	0	8	0	0	16
ENSDARG00000005749	0	0	14	7	90	37	3	0	13	0	0	33	0	0	0	6	0	10	73	0	55	0	0	73	75	88	10	0	7	0	0	0	42	0	0	45
ENSDARG00000054807	0	0	688	519	1137	767	703	0	720	0	0	701	0	0	0	364	0	1270	805	0	927	0	0	1080	1039	696	444	0	1388	0	0	0	953	0	0	716
ENSDARG00000027618	0	0	8	3	16	7	0	0	1	0	0	4	0	0	0	0	0	1	5	0	5	0	0	12	10	5	3	0	2	0	0	0	8	0	0	5
ENSDARG00000098438	0	0	27	7	511	157	15	0	42	0	0	169	0	0	0	11	0	30	187	0	193	0	0	340	524	163	13	0	15	0	0	0	191	0	0	138
ENSDARG00000089663	0	0	254	167	335	185	284	0	273	0	0	220	0	0	0	130	0	569	213	0	262	0	0	236	294	222	202	0	799	0	0	0	203	0	0	206
ENSDARG00000113244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000099655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000063180	0	0	36	10	15	1	6	0	26	0	0	9	0	0	0	8	0	14	5	0	6	0	0	11	12	3	17	0	16	0	0	0	6	0	0	4
ENSDARG00000063177	0	0	143	85	1791	321	124	0	167	0	0	451	0	0	0	63	0	288	447	0	413	0	0	1621	1538	453	90	0	333	0	0	0	343	0	0	364
ENSDARG00000078966	0	0	1166	547	287	551	386	0	1147	0	0	618	0	0	0	569	0	1100	617	0	504	0	0	249	283	479	693	0	1026	0	0	0	631	0	0	500
ENSDARG00000095933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000095970	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
ENSDARG00000024276	0	0	185	90	15	3	32	0	196	0	0	7	0	0	0	77	0	123	16	0	13	0	0	24	15	15	126	0	130	0	0	0	5	0	0	7
ENSDARG00000107327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000016153	0	0	6433	3281	1179	650	2499	0	5733	0	0	667	0	0	0	2955	0	5726	1024	0	1027	0	0	1250	1208	900	4138	0	6982	0	0	0	749	0	0	725
ENSDARG00000102397	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ENSDARG00000086521	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSDARG00000069677	0	0	47	16	97	59	13	0	22	0	0	49	0	0	0	27	0	27	57	0	64	0	0	78	98	42	27	0	42	0	0	0	66	0	0	43
ENSDARG00000100267	0	0	9	0	12	2	2	0	3	0	0	3	0	0	0	5	0	3	1	0	3	0	0	4	6	0	3	0	2	0	0	0	2	0	0	2
ENSDARG00000110200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000109587	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096942	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000114852	0	0	3	0	0	1	0	0	4	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	3	0	3	0	0	0	0	0	0	1
ENSDARG00000031269	0	0	100	45	78	59	29	0	98	0	0	76	0	0	0	51	0	64	47	0	53	0	0	61	52	29	64	0	56	0	0	0	46	0	0	31
ENSDARG00000109667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000074469	0	0	11	6	0	0	1	0	22	0	0	0	0	0	0	6	0	9	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0
ENSDARG00000103977	0	0	290	136	851	396	126	0	251	0	0	451	0	0	0	122	0	282	382	0	209	0	0	757	795	269	175	0	368	0	0	0	315	0	0	211
ENSDARG00000060953	0	0	3	2	5	6	2	0	2	0	0	2	0	0	0	0	0	3	2	0	6	0	0	1	0	2	2	0	2	0	0	0	7	0	0	3
ENSDARG00000081574	0	0	36	11	23	76	11	0	31	0	0	82	0	0	0	12	0	8	108	0	94	0	0	17	16	82	25	0	31	0	0	0	53	0	0	73
ENSDARG00000109630	0	0	1	0	0	25	3	0	0	0	0	11	0	0	0	0	0	4	21	0	19	0	0	2	1	14	1	0	2	0	0	0	26	0	0	13
ENSDARG00000097611	0	0	1	0	0	6	0	0	0	0	0	6	0	0	0	0	0	3	11	0	1	0	0	0	0	9	0	0	3	0	0	0	12	0	0	5
ENSDARG00000087407	0	0	0	1	0	4	0	0	0	0	0	3	0	0	0	0	0	6	7	0	5	0	0	0	0	5	0	0	0	0	0	0	3	0	0	1
ENSDARG00000087901	0	0	6	3	1	158	2	0	3	0	0	135	0	0	0	3	0	6	121	0	75	0	0	5	2	97	5	0	4	0	0	0	137	0	0	91
ENSDARG00000077610	0	0	1	3	0	1	0	0	2	0	0	2	0	0	0	1	0	1	0	0	0	0	0	3	2	0	0	0	3	0	0	0	2	0	0	4
ENSDARG00000116068	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSDARG00000059057	0	0	15	11	178	16	17	0	21	0	0	13	0	0	0	9	0	16	18	0	13	0	0	163	168	8	9	0	43	0	0	0	17	0	0	11
ENSDARG00000018944	0	0	11	9	23	8	3	0	11	0	0	12	0	0	0	3	0	8	34	0	10	0	0	54	16	27	5	0	8	0	0	0	6	0	0	12
ENSDARG00000100908	0	0	175	87	325	101	21	0	142	0	0	103	0	0	0	80	0	62	83	0	129	0	0	246	325	109	85	0	68	0	0	0	77	0	0	106
ENSDARG00000095727	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0
ENSDARG00000099446	0	0	82	56	3	6	16	0	98	0	0	4	0	0	0	30	0	79	4	0	0	0	0	4	3	0	57	0	39	0	0	0	4	0	0	1
ENSDARG00000083189	0	0	290	162	1062	630	82	0	297	0	0	725	0	0	0	134	0	247	866	0	704	0	0	1203	1103	781	196	0	205	0	0	0	564	0	0	658
ENSDARG00000075846	0	0	7	7	2	4	8	0	5	0	0	3	0	0	0	1	0	10	3	0	3	0	0	4	4	2	3	0	20	0	0	0	2	0	0	1
ENSDARG00000104285	0	0	878	485	2251	1554	465	0	866	0	0	1538	0	0	0	373	0	957	1556	0	2069	0	0	1867	2004	1615	614	0	1435	0	0	0	1741	0	0	1888
ENSDARG00000104210	0	0	54	24	2	8	34	0	56	0	0	8	0	0	0	28	0	41	1	0	9	0	0	1	0	9	40	0	74	0	0	0	2	0	0	7
ENSDARG00000053918	0	0	444	188	124	169	173	0	408	0	0	125	0	0	0	217	0	360	305	0	298	0	0	192	94	384	287	0	401	0	0	0	172	0	0	229
ENSDARG00000019438	0	0	407	193	1207	764	155	0	392	0	0	700	0	0	0	163	0	292	638	0	1073	0	0	778	994	612	245	0	492	0	0	0	856	0	0	951
ENSDARG00000003952	0	0	3097	1503	10722	3495	1156	0	2923	0	0	4524	0	0	0	1318	0	3190	4003	0	10377	0	0	9085	9724	8099	2111	0	3489	0	0	0	3822	0	0	8918
ENSDARG00000041839	0	0	555	284	1238	340	181	0	483	0	0	459	0	0	0	248	0	458	484	0	334	0	0	1422	1238	378	375	0	543	0	0	0	356	0	0	258
ENSDARG00000078752	0	0	65	22	783	205	16	0	55	0	0	206	0	0	0	40	0	39	277	0	148	0	0	835	778	119	40	0	39	0	0	0	195	0	0	81
ENSDARG00000102675	0	0	2	0	0	2	0	0	0	0	0	1	0	0	0	2	0	1	1	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0
ENSDARG00000077959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1
ENSDARG00000073994	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSDARG00000053387	0	0	0	0	123	16	0	0	0	0	0	30	0	0	0	1	0	0	18	0	28	0	0	66	113	14	0	0	0	0	0	0	22	0	0	17
ENSDARG00000094189	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000054255	0	0	12	11	21	3	26	0	17	0	0	8	0	0	0	9	0	35	10	0	7	0	0	19	18	2	19	0	63	0	0	0	4	0	0	4
ENSDARG00000060884	0	0	1	3	0	0	0	0	4	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSDARG00000074341	0	0	13	10	1	5	12	0	28	0	0	7	0	0	0	9	0	25	20	0	9	0	0	5	0	9	12	0	34	0	0	0	10	0	0	9
ENSDARG00000117410	0	0	0	0	14	6	1	0	2	0	0	8	0	0	0	0	0	2	3	0	8	0	0	11	18	4	0	0	0	0	0	0	6	0	0	7
ENSDARG00000108030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000084170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000109663	0	0	459	234	1	9	78	0	448	0	0	3	0	0	0	220	0	231	6	0	1	0	0	5	6	5	311	0	173	0	0	0	6	0	0	6
ENSDARG00000103576	0	0	807	380	12	30	253	0	615	0	0	28	0	0	0	337	0	633	31	0	20	0	0	45	14	23	492	0	466	0	0	0	20	0	0	20
ENSDARG00000117579	0	0	6	0	4	3	1	0	5	0	0	8	0	0	0	4	0	5	4	0	4	0	0	4	4	4	7	0	2	0	0	0	5	0	0	1
ENSDARG00000087525	0	0	119	82	162	22	92	0	139	0	0	32	0	0	0	78	0	102	31	0	29	0	0	159	125	29	87	0	135	0	0	0	26	0	0	29
ENSDARG00000038505	0	0	437	290	427	546	373	0	441	0	0	647	0	0	0	213	0	669	600	0	461	0	0	407	362	446	239	0	966	0	0	0	601	0	0	397
ENSDARG00000087299	0	0	272	94	236	117	62	0	245	0	0	100	0	0	0	137	0	185	119	0	107	0	0	233	245	89	155	0	160	0	0	0	101	0	0	90
ENSDARG00000116540	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000038489	0	0	541	290	0	4	310	0	555	0	0	3	0	0	0	243	0	641	4	0	6	0	0	0	2	3	334	0	838	0	0	0	5	0	0	3
ENSDARG00000002710	0	0	13922	7507	11046	15145	6987	0	12315	0	0	13926	0	0	0	6208	0	13830	16737	0	15179	0	0	9918	10168	14339	8398	0	18369	0	0	0	16709	0	0	14751
ENSDARG00000081440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000083582	0	0	31	20	0	4	8	0	28	0	0	11	0	0	0	11	0	12	7	0	13	0	0	0	0	5	19	0	9	0	0	0	6	0	0	9
ENSDARG00000107036	0	0	15	13	0	13	1	0	11	0	0	14	0	0	0	7	0	6	9	0	7	0	0	0	0	9	7	0	4	0	0	0	14	0	0	6
ENSDARG00000060838	0	0	3	4	1	22	2	0	6	0	0	25	0	0	0	0	0	1	18	0	21	0	0	0	1	20	9	0	6	0	0	0	18	0	0	16
ENSDARG00000022271	0	0	2	3	7	19	0	0	3	0	0	18	0	0	0	0	0	0	25	0	15	0	0	11	1	16	1	0	3	0	0	0	16	0	0	16
ENSDARG00000095913	0	0	22	9	0	6	2	0	16	0	0	10	0	0	0	5	0	11	9	0	10	0	0	0	2	5	10	0	16	0	0	0	14	0	0	13
ENSDARG00000111129	0	0	41	24	32	13	21	0	46	0	0	16	0	0	0	22	0	55	21	0	8	0	0	34	24	12	30	0	58	0	0	0	15	0	0	11
ENSDARG00000038475	0	0	67	56	26	13	39	0	101	0	0	13	0	0	0	32	0	84	13	0	36	0	0	35	29	31	50	0	131	0	0	0	14	0	0	16
ENSDARG00000089661	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	2	0	3	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0
ENSDARG00000060805	0	0	604	283	1702	230	195	0	536	0	0	262	0	0	0	264	0	536	270	0	609	0	0	1614	1553	388	367	0	622	0	0	0	238	0	0	385
ENSDARG00000070930	0	0	14	3	0	0	2	0	6	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	7	0	5	0	0	0	0	0	0	0
ENSDARG00000022372	0	0	63	45	6	3	47	0	47	0	0	6	0	0	0	31	0	73	7	0	6	0	0	15	10	5	36	0	117	0	0	0	8	0	0	3
ENSDARG00000090159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000102538	0	0	347	166	699	348	125	0	255	0	0	334	0	0	0	132	0	334	559	0	779	0	0	761	778	669	216	0	269	0	0	0	440	0	0	533
ENSDARG00000070847	0	0	2	0	4	6	2	0	1	0	0	16	0	0	0	4	0	1	17	0	8	0	0	0	2	13	1	0	6	0	0	0	7	0	0	13
ENSDARG00000096423	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000040230	0	0	5	2	0	7	1	0	0	0	0	12	0	0	0	2	0	2	8	0	8	0	0	2	4	5	1	0	5	0	0	0	11	0	0	9
ENSDARG00000096237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000101094	0	0	663	338	604	240	220	0	669	0	0	264	0	0	0	311	0	568	299	0	276	0	0	632	530	205	461	0	458	0	0	0	286	0	0	194
ENSDARG00000116733	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSDARG00000117324	0	0	179	72	0	0	56	0	157	0	0	2	0	0	0	44	0	112	1	0	0	0	0	0	0	0	98	0	150	0	0	0	0	0	0	2
ENSDARG00000095844	0	0	47	21	0	9	14	0	31	0	0	0	0	0	0	27	0	20	3	0	2	0	0	0	0	2	33	0	10	0	0	0	6	0	0	2
ENSDARG00000070913	0	0	844	402	2	420	272	0	698	0	0	163	0	0	0	360	0	567	433	0	19	0	0	0	0	51	506	0	674	0	0	0	433	0	0	58
ENSDARG00000105031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000044420	0	0	46	30	25	10	20	0	48	0	0	13	0	0	0	20	0	58	17	0	4	0	0	28	24	7	32	0	65	0	0	0	9	0	0	8
ENSDARG00000022968	0	0	929	440	2005	1880	208	0	718	0	0	2211	0	0	0	365	0	650	1918	0	2168	0	0	1683	1738	1945	528	0	667	0	0	0	1883	0	0	2092
ENSDARG00000013845	0	0	1519	778	604	448	373	0	1473	0	0	494	0	0	0	695	0	908	514	0	462	0	0	481	499	442	806	0	962	0	0	0	409	0	0	447
ENSDARG00000003189	0	0	2378	1454	1875	951	1622	0	2343	0	0	786	0	0	0	1247	0	3281	1273	0	1534	0	0	1973	1880	1417	1394	0	3372	0	0	0	1197	0	0	1174
ENSDARG00000115925	0	0	163	95	1	29	6	0	157	0	0	26	0	0	0	74	0	47	26	0	21	0	0	1	0	34	90	0	23	0	0	0	23	0	0	24
ENSDARG00000060783	0	0	410	185	1031	496	146	0	300	0	0	480	0	0	0	159	0	295	650	0	818	0	0	1080	976	687	217	0	326	0	0	0	562	0	0	628
ENSDARG00000054007	0	0	131	71	887	424	51	0	127	0	0	558	0	0	0	71	0	117	520	0	458	0	0	799	771	436	66	0	106	0	0	0	451	0	0	424
ENSDARG00000117242	0	0	3	1	0	0	0	0	3	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSDARG00000026764	0	0	8	1	0	1	3	0	6	0	0	2	0	0	0	4	0	4	2	0	1	0	0	0	0	0	3	0	11	0	0	0	2	0	0	0
ENSDARG00000053973	0	0	2952	1560	0	194	2577	0	2444	0	0	109	0	0	0	1634	0	3039	160	0	109	0	0	0	0	104	2130	0	5042	0	0	0	189	0	0	93
ENSDARG00000023236	0	0	12	5	3	7	2	0	8	0	0	8	0	0	0	7	0	10	4	0	8	0	0	2	3	5	7	0	4	0	0	0	9	0	0	6
ENSDARG00000100625	0	0	10	8	0	2	1	0	13	0	0	0	0	0	0	6	0	6	0	0	1	0	0	1	0	0	8	0	2	0	0	0	0	0	0	0
ENSDARG00000070958	0	0	267	98	328	110	40	0	220	0	0	101	0	0	0	124	0	133	154	0	172	0	0	403	351	147	160	0	94	0	0	0	128	0	0	132
ENSDARG00000003373	0	0	145	85	175	147	125	0	152	0	0	139	0	0	0	72	0	214	156	0	126	0	0	202	216	130	97	0	268	0	0	0	147	0	0	120
ENSDARG00000067719	0	0	327	142	6	40	123	0	320	0	0	28	0	0	0	142	0	263	40	0	28	0	0	3	2	38	196	0	250	0	0	0	50	0	0	42
ENSDARG00000040747	0	0	5	2	0	0	5	0	8	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	6	0	4	0	0	0	0	0	0	1
ENSDARG00000060668	0	0	2	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	3
ENSDARG00000010312	0	0	54	10	0	0	6	0	23	0	0	0	0	0	0	12	0	38	2	0	0	0	0	0	0	2	30	0	24	0	0	0	0	0	0	0
ENSDARG00000085455	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000015749	0	0	213	91	48	22	61	0	184	0	0	24	0	0	0	102	0	153	22	0	28	0	0	63	62	13	136	0	149	0	0	0	18	0	0	19
ENSDARG00000070918	0	0	15	2	0	0	6	0	9	0	0	2	0	0	0	4	0	9	0	0	0	0	0	0	0	0	9	0	6	0	0	0	0	0	0	0
ENSDARG00000094110	0	0	3	2	0	0	2	0	0	0	0	2	0	0	0	1	0	5	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0
ENSDARG00000117560	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSDARG00000040732	0	0	16	11	895	283	9	0	9	0	0	516	0	0	0	5	0	21	389	0	574	0	0	978	894	558	8	0	21	0	0	0	290	0	0	457
ENSDARG00000004502	0	0	112	45	383	179	31	0	97	0	0	169	0	0	0	53	0	65	219	0	137	0	0	507	413	171	75	0	82	0	0	0	181	0	0	81
ENSDARG00000017240	0	0	1	2	5	3	1	0	4	0	0	3	0	0	0	1	0	1	2	0	1	0	0	1	5	3	3	0	2	0	0	0	1	0	0	4
ENSDARG00000104014	0	0	402	214	49	27	171	0	381	0	0	28	0	0	0	182	0	321	27	0	18	0	0	36	22	22	295	0	313	0	0	0	17	0	0	28
ENSDARG00000113295	0	0	106	35	5	4	37	0	64	0	0	12	0	0	0	42	0	59	9	0	5	0	0	4	5	5	60	0	73	0	0	0	7	0	0	9
ENSDARG00000011863	0	0	1332	729	3336	2674	927	0	1319	0	0	2524	0	0	0	656	0	1697	3254	0	3719	0	0	3233	3094	3475	839	0	2109	0	0	0	2932	0	0	3589
ENSDARG00000101008	0	0	142	74	425	229	71	0	146	0	0	232	0	0	0	57	0	146	261	0	259	0	0	364	385	256	88	0	171	0	0	0	263	0	0	245
ENSDARG00000086985	0	0	164	67	343	249	60	0	128	0	0	303	0	0	0	69	0	133	334	0	380	0	0	447	320	383	105	0	157	0	0	0	290	0	0	359
ENSDARG00000098644	0	0	599	269	39	42	92	0	607	0	0	47	0	0	0	309	0	241	59	0	54	0	0	27	33	52	415	0	211	0	0	0	64	0	0	56
ENSDARG00000101335	0	0	8	3	0	0	0	0	8	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0
ENSDARG00000068126	0	0	0	4	7	0	1	0	4	0	0	0	0	0	0	3	0	2	0	0	1	0	0	0	3	0	1	0	3	0	0	0	0	0	0	0
ENSDARG00000084515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000115080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000101198	0	0	13	10	11	1	3	0	13	0	0	7	0	0	0	5	0	2	16	0	14	0	0	21	8	15	7	0	7	0	0	0	9	0	0	7
ENSDARG00000015273	0	0	98	54	1	14	70	0	87	0	0	19	0	0	0	54	0	119	8	0	10	0	0	1	0	11	45	0	171	0	0	0	8	0	0	12
ENSDARG00000053774	0	0	23	6	0	29	13	0	8	0	0	25	0	0	0	3	0	9	25	0	37	0	0	2	0	23	13	0	12	0	0	0	29	0	0	30
ENSDARG00000070898	0	0	237	119	101	2867	157	0	204	0	0	2940	0	0	0	90	0	326	2644	0	2261	0	0	63	157	1995	124	0	413	0	0	0	3036	0	0	2518
ENSDARG00000095905	0	0	3	0	3	1	1	0	1	0	0	0	0	0	0	0	0	4	0	0	4	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0
ENSDARG00000094527	0	0	1	1	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
ENSDARG00000070892	0	0	0	0	34	7	0	0	1	0	0	8	0	0	0	0	0	1	8	0	6	0	0	26	38	5	0	0	0	0	0	0	11	0	0	5
ENSDARG00000004932	0	0	72	30	1	3	15	0	73	0	0	2	0	0	0	42	0	78	3	0	1	0	0	1	2	0	46	0	60	0	0	0	5	0	0	0
ENSDARG00000070885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
